data,date,time,alertDate,category,category_desc,matrix_id,rid
 באר שבע 289,24.07.2014,17:05:26,2014-07-24T17:05:00,1,ירי רקטות וטילים,1,1
 באר שבע 291,24.07.2014,17:05:26,2014-07-24T17:05:00,1,ירי רקטות וטילים,1,1
באר שבע 288,24.07.2014,17:05:26,2014-07-24T17:05:00,1,ירי רקטות וטילים,1,1
 אשקלון 256,24.07.2014,17:05:35,2014-07-24T17:06:00,1,ירי רקטות וטילים,1,2
 באר שבע 291,24.07.2014,17:05:35,2014-07-24T17:06:00,1,ירי רקטות וטילים,1,2
 באר שבע 289,24.07.2014,17:05:35,2014-07-24T17:06:00,1,ירי רקטות וטילים,1,2
באר שבע 288,24.07.2014,17:05:35,2014-07-24T17:06:00,1,ירי רקטות וטילים,1,2
 באר שבע 289,24.07.2014,17:05:59,2014-07-24T17:06:00,1,ירי רקטות וטילים,1,3
 באר שבע 291,24.07.2014,17:05:59,2014-07-24T17:06:00,1,ירי רקטות וטילים,1,3
אשקלון 256,24.07.2014,17:05:59,2014-07-24T17:06:00,1,ירי רקטות וטילים,1,3
באר שבע 289,24.07.2014,17:06:02,2014-07-24T17:06:00,1,ירי רקטות וטילים,1,4
 באר שבע 291,24.07.2014,17:06:02,2014-07-24T17:06:00,1,ירי רקטות וטילים,1,4
באר שבע 288,24.07.2014,17:06:08,2014-07-24T17:06:00,1,ירי רקטות וטילים,1,5
 באר שבע 289,24.07.2014,17:06:08,2014-07-24T17:06:00,1,ירי רקטות וטילים,1,5
 באר שבע 291,24.07.2014,17:06:08,2014-07-24T17:06:00,1,ירי רקטות וטילים,1,5
באר שבע 288,24.07.2014,17:06:11,2014-07-24T17:06:00,1,ירי רקטות וטילים,1,6
 באר שבע 291,24.07.2014,17:06:11,2014-07-24T17:06:00,1,ירי רקטות וטילים,1,6
באר שבע 288,24.07.2014,17:06:14,2014-07-24T17:06:00,1,ירי רקטות וטילים,1,7
 באר שבע 289,24.07.2014,17:06:15,2014-07-24T17:06:00,1,ירי רקטות וטילים,1,8
באר שבע 288,24.07.2014,17:06:15,2014-07-24T17:06:00,1,ירי רקטות וטילים,1,8
באר שבע 289,24.07.2014,17:06:49,2014-07-24T17:07:00,1,ירי רקטות וטילים,1,9
עוטף עזה 230,27.07.2014,09:57:09,2014-07-27T09:57:00,1,ירי רקטות וטילים,1,10
עוטף עזה 237,27.07.2014,10:55:01,2014-07-27T10:55:00,1,ירי רקטות וטילים,1,11
עוטף עזה 218,27.07.2014,12:29:40,2014-07-27T12:30:00,1,ירי רקטות וטילים,1,12
 עוטף עזה 217,27.07.2014,13:44:10,2014-07-27T13:44:00,1,ירי רקטות וטילים,1,13
עוטף עזה 218,27.07.2014,13:44:10,2014-07-27T13:44:00,1,ירי רקטות וטילים,1,13
עוטף עזה 218,27.07.2014,13:59:00,2014-07-27T13:59:00,1,ירי רקטות וטילים,1,14
עוטף עזה 217,27.07.2014,14:03:55,2014-07-27T14:04:00,1,ירי רקטות וטילים,1,15
עוטף עזה 237,27.07.2014,14:06:49,2014-07-27T14:07:00,1,ירי רקטות וטילים,1,16
עוטף עזה 224,27.07.2014,14:43:07,2014-07-27T14:43:00,1,ירי רקטות וטילים,1,17
עוטף עזה 224,27.07.2014,14:43:29,2014-07-27T14:43:00,1,ירי רקטות וטילים,1,18
עוטף עזה 224,27.07.2014,16:00:30,2014-07-27T16:01:00,1,ירי רקטות וטילים,1,19
 אשקלון 249,27.07.2014,16:41:47,2014-07-27T16:42:00,1,ירי רקטות וטילים,1,20
 עוטף עזה 251,27.07.2014,16:41:47,2014-07-27T16:42:00,1,ירי רקטות וטילים,1,20
 אשקלון 251,27.07.2014,16:41:47,2014-07-27T16:42:00,1,ירי רקטות וטילים,1,20
אשקלון 250,27.07.2014,16:41:47,2014-07-27T16:42:00,1,ירי רקטות וטילים,1,20
אשקלון 250,27.07.2014,16:41:50,2014-07-27T16:42:00,1,ירי רקטות וטילים,1,21
 אשקלון 251,27.07.2014,16:41:50,2014-07-27T16:42:00,1,ירי רקטות וטילים,1,21
 אשקלון 249,27.07.2014,16:41:50,2014-07-27T16:42:00,1,ירי רקטות וטילים,1,21
 אשדוד 282,27.07.2014,16:41:50,2014-07-27T16:42:00,1,ירי רקטות וטילים,1,21
 עוטף עזה 251,27.07.2014,16:41:50,2014-07-27T16:42:00,1,ירי רקטות וטילים,1,21
 אשדוד 282,27.07.2014,16:41:57,2014-07-27T16:42:00,1,ירי רקטות וטילים,1,22
 אשדוד 280,27.07.2014,16:41:57,2014-07-27T16:42:00,1,ירי רקטות וטילים,1,22
 אשקלון 249,27.07.2014,16:41:57,2014-07-27T16:42:00,1,ירי רקטות וטילים,1,22
 עוטף עזה 251,27.07.2014,16:41:57,2014-07-27T16:42:00,1,ירי רקטות וטילים,1,22
 אשקלון 251,27.07.2014,16:41:57,2014-07-27T16:42:00,1,ירי רקטות וטילים,1,22
 אשקלון 250,27.07.2014,16:41:57,2014-07-27T16:42:00,1,ירי רקטות וטילים,1,22
אשדוד 281,27.07.2014,16:41:57,2014-07-27T16:42:00,1,ירי רקטות וטילים,1,22
אשדוד 281,27.07.2014,16:42:24,2014-07-27T16:42:00,1,ירי רקטות וטילים,1,23
 אשדוד 280,27.07.2014,16:42:24,2014-07-27T16:42:00,1,ירי רקטות וטילים,1,23
 אשקלון 249,27.07.2014,16:42:24,2014-07-27T16:42:00,1,ירי רקטות וטילים,1,23
 אשדוד 282,27.07.2014,16:42:24,2014-07-27T16:42:00,1,ירי רקטות וטילים,1,23
 אשקלון 249,27.07.2014,16:42:39,2014-07-27T16:43:00,1,ירי רקטות וטילים,1,24
אשדוד 282,27.07.2014,16:42:39,2014-07-27T16:43:00,1,ירי רקטות וטילים,1,24
אשקלון 249,27.07.2014,16:42:47,2014-07-27T16:43:00,1,ירי רקטות וטילים,1,25
פזורה 31,27.07.2014,17:21:23,2014-07-27T17:21:00,1,ירי רקטות וטילים,1,26
 נגב 296,27.07.2014,17:21:39,2014-07-27T17:22:00,1,ירי רקטות וטילים,1,27
 פזורה 31,27.07.2014,17:21:39,2014-07-27T17:22:00,1,ירי רקטות וטילים,1,27
באר שבע 286,27.07.2014,17:21:39,2014-07-27T17:22:00,1,ירי רקטות וטילים,1,27
באר שבע 292,27.07.2014,17:21:55,2014-07-27T17:22:00,1,ירי רקטות וטילים,1,28
 באר שבע 286,27.07.2014,17:21:55,2014-07-27T17:22:00,1,ירי רקטות וטילים,1,28
 פזורה 31,27.07.2014,17:21:55,2014-07-27T17:22:00,1,ירי רקטות וטילים,1,28
 נגב 296,27.07.2014,17:21:55,2014-07-27T17:22:00,1,ירי רקטות וטילים,1,28
 נגב 297,27.07.2014,17:21:55,2014-07-27T17:22:00,1,ירי רקטות וטילים,1,28
באר שבע 292,27.07.2014,17:22:11,2014-07-27T17:22:00,1,ירי רקטות וטילים,1,29
 באר שבע 286,27.07.2014,17:22:11,2014-07-27T17:22:00,1,ירי רקטות וטילים,1,29
 נגב 297,27.07.2014,17:22:11,2014-07-27T17:22:00,1,ירי רקטות וטילים,1,29
 אשקלון 234,27.07.2014,17:22:11,2014-07-27T17:22:00,1,ירי רקטות וטילים,1,29
 נגב 296,27.07.2014,17:22:11,2014-07-27T17:22:00,1,ירי רקטות וטילים,1,29
 פזורה 31,27.07.2014,17:22:11,2014-07-27T17:22:00,1,ירי רקטות וטילים,1,29
 עוטף עזה 234,27.07.2014,17:22:11,2014-07-27T17:22:00,1,ירי רקטות וטילים,1,29
 נגב 296,27.07.2014,17:22:14,2014-07-27T17:22:00,1,ירי רקטות וטילים,1,30
 אשקלון 256,27.07.2014,17:22:14,2014-07-27T17:22:00,1,ירי רקטות וטילים,1,30
 עוטף עזה 234,27.07.2014,17:22:14,2014-07-27T17:22:00,1,ירי רקטות וטילים,1,30
 אשקלון 234,27.07.2014,17:22:14,2014-07-27T17:22:00,1,ירי רקטות וטילים,1,30
 פזורה 31,27.07.2014,17:22:14,2014-07-27T17:22:00,1,ירי רקטות וטילים,1,30
 באר שבע 286,27.07.2014,17:22:14,2014-07-27T17:22:00,1,ירי רקטות וטילים,1,30
באר שבע 292,27.07.2014,17:22:14,2014-07-27T17:22:00,1,ירי רקטות וטילים,1,30
 נגב 297,27.07.2014,17:22:14,2014-07-27T17:22:00,1,ירי רקטות וטילים,1,30
באר שבע 292,27.07.2014,17:22:21,2014-07-27T17:22:00,1,ירי רקטות וטילים,1,31
 באר שבע 286,27.07.2014,17:22:21,2014-07-27T17:22:00,1,ירי רקטות וטילים,1,31
 אשקלון 256,27.07.2014,17:22:21,2014-07-27T17:22:00,1,ירי רקטות וטילים,1,31
 עוטף עזה 234,27.07.2014,17:22:21,2014-07-27T17:22:00,1,ירי רקטות וטילים,1,31
 נגב 296,27.07.2014,17:22:21,2014-07-27T17:22:00,1,ירי רקטות וטילים,1,31
 אשקלון 234,27.07.2014,17:22:21,2014-07-27T17:22:00,1,ירי רקטות וטילים,1,31
 נגב 297,27.07.2014,17:22:21,2014-07-27T17:22:00,1,ירי רקטות וטילים,1,31
 אשקלון 234,27.07.2014,17:22:24,2014-07-27T17:22:00,1,ירי רקטות וטילים,1,32
באר שבע 292,27.07.2014,17:22:24,2014-07-27T17:22:00,1,ירי רקטות וטילים,1,32
 באר שבע 286,27.07.2014,17:22:24,2014-07-27T17:22:00,1,ירי רקטות וטילים,1,32
 עוטף עזה 234,27.07.2014,17:22:24,2014-07-27T17:22:00,1,ירי רקטות וטילים,1,32
 נגב 296,27.07.2014,17:22:24,2014-07-27T17:22:00,1,ירי רקטות וטילים,1,32
 באר שבע 285,27.07.2014,17:22:24,2014-07-27T17:22:00,1,ירי רקטות וטילים,1,32
 אשקלון 256,27.07.2014,17:22:24,2014-07-27T17:22:00,1,ירי רקטות וטילים,1,32
 נגב 297,27.07.2014,17:22:24,2014-07-27T17:22:00,1,ירי רקטות וטילים,1,32
 נגב 296,27.07.2014,17:22:33,2014-07-27T17:23:00,1,ירי רקטות וטילים,1,33
 אשקלון 256,27.07.2014,17:22:33,2014-07-27T17:23:00,1,ירי רקטות וטילים,1,33
 באר שבע 286,27.07.2014,17:22:33,2014-07-27T17:23:00,1,ירי רקטות וטילים,1,33
באר שבע 292,27.07.2014,17:22:33,2014-07-27T17:23:00,1,ירי רקטות וטילים,1,33
 באר שבע 285,27.07.2014,17:22:33,2014-07-27T17:23:00,1,ירי רקטות וטילים,1,33
 נגב 297,27.07.2014,17:22:33,2014-07-27T17:23:00,1,ירי רקטות וטילים,1,33
 באר שבע 285,27.07.2014,17:22:37,2014-07-27T17:23:00,1,ירי רקטות וטילים,1,34
 נגב 296,27.07.2014,17:22:37,2014-07-27T17:23:00,1,ירי רקטות וטילים,1,34
 אשקלון 256,27.07.2014,17:22:37,2014-07-27T17:23:00,1,ירי רקטות וטילים,1,34
באר שבע 292,27.07.2014,17:22:37,2014-07-27T17:23:00,1,ירי רקטות וטילים,1,34
 נגב 297,27.07.2014,17:22:37,2014-07-27T17:23:00,1,ירי רקטות וטילים,1,34
 באר שבע 285,27.07.2014,17:22:41,2014-07-27T17:23:00,1,ירי רקטות וטילים,1,35
 נגב 297,27.07.2014,17:22:41,2014-07-27T17:23:00,1,ירי רקטות וטילים,1,35
 נגב 296,27.07.2014,17:22:41,2014-07-27T17:23:00,1,ירי רקטות וטילים,1,35
באר שבע 292,27.07.2014,17:22:41,2014-07-27T17:23:00,1,ירי רקטות וטילים,1,35
באר שבע 292,27.07.2014,17:22:45,2014-07-27T17:23:00,1,ירי רקטות וטילים,1,36
 באר שבע 286,27.07.2014,17:22:45,2014-07-27T17:23:00,1,ירי רקטות וטילים,1,36
 נגב 297,27.07.2014,17:22:45,2014-07-27T17:23:00,1,ירי רקטות וטילים,1,36
 באר שבע 285,27.07.2014,17:22:45,2014-07-27T17:23:00,1,ירי רקטות וטילים,1,36
 באר שבע 291,27.07.2014,17:22:45,2014-07-27T17:23:00,1,ירי רקטות וטילים,1,36
 נגב 296,27.07.2014,17:22:45,2014-07-27T17:23:00,1,ירי רקטות וטילים,1,36
באר שבע 286,27.07.2014,17:22:53,2014-07-27T17:23:00,1,ירי רקטות וטילים,1,37
 באר שבע 291,27.07.2014,17:22:53,2014-07-27T17:23:00,1,ירי רקטות וטילים,1,37
 נגב 297,27.07.2014,17:22:53,2014-07-27T17:23:00,1,ירי רקטות וטילים,1,37
 באר שבע 285,27.07.2014,17:22:53,2014-07-27T17:23:00,1,ירי רקטות וטילים,1,37
 נגב 296,27.07.2014,17:22:53,2014-07-27T17:23:00,1,ירי רקטות וטילים,1,37
 נגב 297,27.07.2014,17:23:06,2014-07-27T17:23:00,1,ירי רקטות וטילים,1,38
 באר שבע 291,27.07.2014,17:23:06,2014-07-27T17:23:00,1,ירי רקטות וטילים,1,38
 באר שבע 285,27.07.2014,17:23:06,2014-07-27T17:23:00,1,ירי רקטות וטילים,1,38
באר שבע 286,27.07.2014,17:23:06,2014-07-27T17:23:00,1,ירי רקטות וטילים,1,38
 נגב 297,27.07.2014,17:23:21,2014-07-27T17:23:00,1,ירי רקטות וטילים,1,39
באר שבע 286,27.07.2014,17:23:21,2014-07-27T17:23:00,1,ירי רקטות וטילים,1,39
 באר שבע 291,27.07.2014,17:23:21,2014-07-27T17:23:00,1,ירי רקטות וטילים,1,39
 באר שבע 291,27.07.2014,17:23:22,2014-07-27T17:23:00,1,ירי רקטות וטילים,1,40
באר שבע 286,27.07.2014,17:23:22,2014-07-27T17:23:00,1,ירי רקטות וטילים,1,40
באר שבע 292,27.07.2014,17:23:31,2014-07-27T17:24:00,1,ירי רקטות וטילים,1,41
 באר שבע 291,27.07.2014,17:23:31,2014-07-27T17:24:00,1,ירי רקטות וטילים,1,41
 נגב 297,27.07.2014,17:23:31,2014-07-27T17:24:00,1,ירי רקטות וטילים,1,41
 באר שבע 286,27.07.2014,17:23:31,2014-07-27T17:24:00,1,ירי רקטות וטילים,1,41
 נגב 297,27.07.2014,17:23:41,2014-07-27T17:24:00,1,ירי רקטות וטילים,1,42
באר שבע 292,27.07.2014,17:23:41,2014-07-27T17:24:00,1,ירי רקטות וטילים,1,42
נגב 297,27.07.2014,17:24:29,2014-07-27T17:24:00,1,ירי רקטות וטילים,1,43
עוטף עזה 217,27.07.2014,18:10:44,2014-07-27T18:11:00,1,ירי רקטות וטילים,1,44
עוטף עזה 237,27.07.2014,18:41:49,2014-07-27T18:42:00,1,ירי רקטות וטילים,1,45
עוטף עזה 237,27.07.2014,18:42:13,2014-07-27T18:42:00,1,ירי רקטות וטילים,1,46
עוטף עזה 230,27.07.2014,19:31:59,2014-07-27T19:32:00,1,ירי רקטות וטילים,1,47
עוטף עזה 224,27.07.2014,19:48:55,2014-07-27T19:49:00,1,ירי רקטות וטילים,1,48
עוטף עזה 217,27.07.2014,20:03:04,2014-07-27T20:03:00,1,ירי רקטות וטילים,1,49
אשקלון 254,27.07.2014,21:00:31,2014-07-27T21:01:00,1,ירי רקטות וטילים,1,50
 עוטף עזה 216,27.07.2014,21:00:31,2014-07-27T21:01:00,1,ירי רקטות וטילים,1,50
 אשקלון 255,27.07.2014,21:00:35,2014-07-27T21:01:00,1,ירי רקטות וטילים,1,51
 עוטף עזה 216,27.07.2014,21:00:35,2014-07-27T21:01:00,1,ירי רקטות וטילים,1,51
אשקלון 254,27.07.2014,21:00:35,2014-07-27T21:01:00,1,ירי רקטות וטילים,1,51
 עוטף עזה 216,27.07.2014,21:00:35,2014-07-27T21:01:00,1,ירי רקטות וטילים,1,52
אשקלון 254,27.07.2014,21:00:35,2014-07-27T21:01:00,1,ירי רקטות וטילים,1,52
 אשקלון 255,27.07.2014,21:00:35,2014-07-27T21:01:00,1,ירי רקטות וטילים,1,52
 אשקלון 255,27.07.2014,21:00:48,2014-07-27T21:01:00,1,ירי רקטות וטילים,1,53
אשקלון 254,27.07.2014,21:00:48,2014-07-27T21:01:00,1,ירי רקטות וטילים,1,53
 עוטף עזה 216,27.07.2014,21:00:51,2014-07-27T21:01:00,1,ירי רקטות וטילים,1,54
 אשקלון 255,27.07.2014,21:00:51,2014-07-27T21:01:00,1,ירי רקטות וטילים,1,54
אשקלון 254,27.07.2014,21:00:51,2014-07-27T21:01:00,1,ירי רקטות וטילים,1,54
אשקלון 255,27.07.2014,21:01:00,2014-07-27T21:01:00,1,ירי רקטות וטילים,1,55
 עוטף עזה 216,27.07.2014,21:01:00,2014-07-27T21:01:00,1,ירי רקטות וטילים,1,55
עוטף עזה 216,27.07.2014,21:01:02,2014-07-27T21:01:00,1,ירי רקטות וטילים,1,56
עוטף עזה 227,27.07.2014,23:19:00,2014-07-27T23:19:00,1,ירי רקטות וטילים,1,57
אשקלון 246,28.07.2014,07:14:47,2014-07-28T07:15:00,1,ירי רקטות וטילים,1,58
עוטף עזה 217,28.07.2014,12:38:38,2014-07-28T12:39:00,1,ירי רקטות וטילים,1,59
עוטף עזה 217,28.07.2014,12:39:11,2014-07-28T12:39:00,1,ירי רקטות וטילים,1,60
עוטף עזה 225,28.07.2014,13:28:55,2014-07-28T13:29:00,1,ירי רקטות וטילים,1,61
עוטף עזה 225,28.07.2014,13:28:55,2014-07-28T13:29:00,1,ירי רקטות וטילים,1,62
עוטף עזה 227,28.07.2014,14:46:41,2014-07-28T14:47:00,1,ירי רקטות וטילים,1,63
 עוטף עזה 217,28.07.2014,14:56:31,2014-07-28T14:57:00,1,ירי רקטות וטילים,1,64
עוטף עזה 218,28.07.2014,14:56:31,2014-07-28T14:57:00,1,ירי רקטות וטילים,1,64
 אשקלון 247,28.07.2014,16:58:39,2014-07-28T16:59:00,1,ירי רקטות וטילים,1,65
אשקלון 246,28.07.2014,16:58:39,2014-07-28T16:59:00,1,ירי רקטות וטילים,1,65
 אשקלון 247,28.07.2014,16:59:03,2014-07-28T16:59:00,1,ירי רקטות וטילים,1,66
אשקלון 246,28.07.2014,16:59:03,2014-07-28T16:59:00,1,ירי רקטות וטילים,1,66
אשקלון 247,28.07.2014,16:59:04,2014-07-28T16:59:00,1,ירי רקטות וטילים,1,67
אשקלון 246,28.07.2014,17:13:05,2014-07-28T17:13:00,1,ירי רקטות וטילים,1,68
 אשקלון 250,28.07.2014,17:13:05,2014-07-28T17:13:00,1,ירי רקטות וטילים,1,68
 אשקלון 247,28.07.2014,17:13:07,2014-07-28T17:13:00,1,ירי רקטות וטילים,1,69
 אשקלון 250,28.07.2014,17:13:07,2014-07-28T17:13:00,1,ירי רקטות וטילים,1,69
 עוטף עזה 217,28.07.2014,17:13:07,2014-07-28T17:13:00,1,ירי רקטות וטילים,1,69
 עוטף עזה 218,28.07.2014,17:13:07,2014-07-28T17:13:00,1,ירי רקטות וטילים,1,69
אשקלון 246,28.07.2014,17:13:07,2014-07-28T17:13:00,1,ירי רקטות וטילים,1,69
 אשקלון 250,28.07.2014,17:13:24,2014-07-28T17:13:00,1,ירי רקטות וטילים,1,70
 אשקלון 247,28.07.2014,17:13:24,2014-07-28T17:13:00,1,ירי רקטות וטילים,1,70
אשקלון 246,28.07.2014,17:13:24,2014-07-28T17:13:00,1,ירי רקטות וטילים,1,70
אשקלון 247,28.07.2014,17:13:32,2014-07-28T17:14:00,1,ירי רקטות וטילים,1,71
עוטף עזה 231,28.07.2014,18:08:30,2014-07-28T18:09:00,1,ירי רקטות וטילים,1,72
אשדוד 271,28.07.2014,18:19:54,2014-07-28T18:20:00,1,ירי רקטות וטילים,1,73
 אשדוד 272,28.07.2014,18:20:36,2014-07-28T18:21:00,1,ירי רקטות וטילים,1,74
אשקלון 245,28.07.2014,18:20:36,2014-07-28T18:21:00,1,ירי רקטות וטילים,1,74
באר שבע 288,28.07.2014,18:39:23,2014-07-28T18:39:00,1,ירי רקטות וטילים,1,75
 באר שבע 289,28.07.2014,18:39:34,2014-07-28T18:40:00,1,ירי רקטות וטילים,1,76
באר שבע 288,28.07.2014,18:39:34,2014-07-28T18:40:00,1,ירי רקטות וטילים,1,76
 אשקלון 256,28.07.2014,18:39:39,2014-07-28T18:40:00,1,ירי רקטות וטילים,1,77
 באר שבע 289,28.07.2014,18:39:39,2014-07-28T18:40:00,1,ירי רקטות וטילים,1,77
באר שבע 288,28.07.2014,18:39:39,2014-07-28T18:40:00,1,ירי רקטות וטילים,1,77
 באר שבע 289,28.07.2014,18:40:05,2014-07-28T18:40:00,1,ירי רקטות וטילים,1,78
אשקלון 256,28.07.2014,18:40:05,2014-07-28T18:40:00,1,ירי רקטות וטילים,1,78
באר שבע 289,28.07.2014,18:40:06,2014-07-28T18:40:00,1,ירי רקטות וטילים,1,79
עוטף עזה 218,28.07.2014,18:41:03,2014-07-28T18:41:00,1,ירי רקטות וטילים,1,80
 כרמל 81,28.07.2014,19:09:37,2014-07-28T19:10:00,1,ירי רקטות וטילים,1,81
 כרמל 82,28.07.2014,19:09:37,2014-07-28T19:10:00,1,ירי רקטות וטילים,1,81
מנשה 102,28.07.2014,19:09:37,2014-07-28T19:10:00,1,ירי רקטות וטילים,1,81
מנשה 102,28.07.2014,19:10:34,2014-07-28T19:11:00,1,ירי רקטות וטילים,1,82
 מנשה 104,28.07.2014,19:10:49,2014-07-28T19:11:00,1,ירי רקטות וטילים,1,83
מנשה 102,28.07.2014,19:10:49,2014-07-28T19:11:00,1,ירי רקטות וטילים,1,83
מנשה 104,28.07.2014,19:11:04,2014-07-28T19:11:00,1,ירי רקטות וטילים,1,84
מנשה 104,28.07.2014,19:11:04,2014-07-28T19:11:00,1,ירי רקטות וטילים,1,85
מנשה 107,28.07.2014,19:11:28,2014-07-28T19:11:00,1,ירי רקטות וטילים,1,86
 מנשה 105,28.07.2014,19:11:28,2014-07-28T19:11:00,1,ירי רקטות וטילים,1,86
 מנשה 104,28.07.2014,19:11:28,2014-07-28T19:11:00,1,ירי רקטות וטילים,1,86
 מנשה 105,28.07.2014,19:12:16,2014-07-28T19:12:00,1,ירי רקטות וטילים,1,87
מנשה 107,28.07.2014,19:12:16,2014-07-28T19:12:00,1,ירי רקטות וטילים,1,87
עוטף עזה 217,28.07.2014,19:21:36,2014-07-28T19:22:00,1,ירי רקטות וטילים,1,88
עוטף עזה 217,28.07.2014,19:22:01,2014-07-28T19:22:00,1,ירי רקטות וטילים,1,89
עוטף עזה 237,28.07.2014,20:09:53,2014-07-28T20:10:00,1,ירי רקטות וטילים,1,90
עוטף עזה 237,28.07.2014,20:09:53,2014-07-28T20:10:00,1,ירי רקטות וטילים,1,91
עוטף עזה 237,28.07.2014,20:42:05,2014-07-28T20:42:00,1,ירי רקטות וטילים,1,92
עוטף עזה 236,28.07.2014,21:56:16,2014-07-28T21:56:00,1,ירי רקטות וטילים,1,93
 אשקלון 238,28.07.2014,21:56:16,2014-07-28T21:56:00,1,ירי רקטות וטילים,1,93
 עוטף עזה 238,28.07.2014,21:56:16,2014-07-28T21:56:00,1,ירי רקטות וטילים,1,93
 עוטף עזה 238,28.07.2014,21:56:33,2014-07-28T21:57:00,1,ירי רקטות וטילים,1,94
אשקלון 238,28.07.2014,21:56:33,2014-07-28T21:57:00,1,ירי רקטות וטילים,1,94
עוטף עזה 237,28.07.2014,21:57:30,2014-07-28T21:58:00,1,ירי רקטות וטילים,1,95
עוטף עזה 237,29.07.2014,02:14:38,2014-07-29T02:15:00,1,ירי רקטות וטילים,1,96
 אשדוד 273,29.07.2014,02:28:45,2014-07-29T02:29:00,1,ירי רקטות וטילים,1,97
 אשדוד 266,29.07.2014,02:28:45,2014-07-29T02:29:00,1,ירי רקטות וטילים,1,97
 אשדוד 268,29.07.2014,02:28:45,2014-07-29T02:29:00,1,ירי רקטות וטילים,1,97
אשדוד 275,29.07.2014,02:28:45,2014-07-29T02:29:00,1,ירי רקטות וטילים,1,97
 אשדוד 272,29.07.2014,02:28:45,2014-07-29T02:29:00,1,ירי רקטות וטילים,1,97
 אשדוד 267,29.07.2014,02:28:45,2014-07-29T02:29:00,1,ירי רקטות וטילים,1,97
אשדוד 271,29.07.2014,02:28:53,2014-07-29T02:29:00,1,ירי רקטות וטילים,1,98
 אשדוד 275,29.07.2014,02:28:53,2014-07-29T02:29:00,1,ירי רקטות וטילים,1,98
 אשדוד 268,29.07.2014,02:28:53,2014-07-29T02:29:00,1,ירי רקטות וטילים,1,98
 אשדוד 266,29.07.2014,02:28:53,2014-07-29T02:29:00,1,ירי רקטות וטילים,1,98
 אשדוד 273,29.07.2014,02:28:53,2014-07-29T02:29:00,1,ירי רקטות וטילים,1,98
 אשדוד 267,29.07.2014,02:28:53,2014-07-29T02:29:00,1,ירי רקטות וטילים,1,98
 אשדוד 272,29.07.2014,02:28:53,2014-07-29T02:29:00,1,ירי רקטות וטילים,1,98
אשדוד 271,29.07.2014,02:29:13,2014-07-29T02:29:00,1,ירי רקטות וטילים,1,99
 שפלה 175,29.07.2014,02:29:13,2014-07-29T02:29:00,1,ירי רקטות וטילים,1,99
 אשדוד 268,29.07.2014,02:29:13,2014-07-29T02:29:00,1,ירי רקטות וטילים,1,99
 אשדוד 266,29.07.2014,02:29:13,2014-07-29T02:29:00,1,ירי רקטות וטילים,1,99
 שפלה 169,29.07.2014,02:29:13,2014-07-29T02:29:00,1,ירי רקטות וטילים,1,99
 אשדוד 275,29.07.2014,02:29:13,2014-07-29T02:29:00,1,ירי רקטות וטילים,1,99
 שפלה 179,29.07.2014,02:29:13,2014-07-29T02:29:00,1,ירי רקטות וטילים,1,99
 שפלה 170,29.07.2014,02:29:13,2014-07-29T02:29:00,1,ירי רקטות וטילים,1,99
 אשדוד 273,29.07.2014,02:29:13,2014-07-29T02:29:00,1,ירי רקטות וטילים,1,99
 אשדוד 272,29.07.2014,02:29:13,2014-07-29T02:29:00,1,ירי רקטות וטילים,1,99
 אשדוד 267,29.07.2014,02:29:13,2014-07-29T02:29:00,1,ירי רקטות וטילים,1,99
 שפלה 173,29.07.2014,02:29:13,2014-07-29T02:29:00,1,ירי רקטות וטילים,1,99
 שפלה 174,29.07.2014,02:29:13,2014-07-29T02:29:00,1,ירי רקטות וטילים,1,99
 שפלה 178,29.07.2014,02:29:13,2014-07-29T02:29:00,1,ירי רקטות וטילים,1,99
אשדוד 271,29.07.2014,02:29:13,2014-07-29T02:29:00,1,ירי רקטות וטילים,1,100
 שפלה 175,29.07.2014,02:29:13,2014-07-29T02:29:00,1,ירי רקטות וטילים,1,100
 אשדוד 275,29.07.2014,02:29:13,2014-07-29T02:29:00,1,ירי רקטות וטילים,1,100
 אשדוד 268,29.07.2014,02:29:13,2014-07-29T02:29:00,1,ירי רקטות וטילים,1,100
 אשדוד 266,29.07.2014,02:29:13,2014-07-29T02:29:00,1,ירי רקטות וטילים,1,100
 שפלה 169,29.07.2014,02:29:13,2014-07-29T02:29:00,1,ירי רקטות וטילים,1,100
 שפלה 179,29.07.2014,02:29:13,2014-07-29T02:29:00,1,ירי רקטות וטילים,1,100
 שפלה 170,29.07.2014,02:29:13,2014-07-29T02:29:00,1,ירי רקטות וטילים,1,100
 אשדוד 273,29.07.2014,02:29:13,2014-07-29T02:29:00,1,ירי רקטות וטילים,1,100
 אשדוד 267,29.07.2014,02:29:13,2014-07-29T02:29:00,1,ירי רקטות וטילים,1,100
 שפלה 173,29.07.2014,02:29:13,2014-07-29T02:29:00,1,ירי רקטות וטילים,1,100
 שפלה 174,29.07.2014,02:29:13,2014-07-29T02:29:00,1,ירי רקטות וטילים,1,100
 אשדוד 272,29.07.2014,02:29:13,2014-07-29T02:29:00,1,ירי רקטות וטילים,1,100
 שפלה 178,29.07.2014,02:29:13,2014-07-29T02:29:00,1,ירי רקטות וטילים,1,100
אשדוד 271,29.07.2014,02:29:27,2014-07-29T02:29:00,1,ירי רקטות וטילים,1,101
 שפלה 175,29.07.2014,02:29:27,2014-07-29T02:29:00,1,ירי רקטות וטילים,1,101
