latitude,longitude
33.0866,35.1038
33.08245901639344,35.10165573770492
33.07831803278688,35.099511475409834
33.07417704918033,35.09736721311475
33.07003606557377,35.095222950819675
33.06589508196721,35.09307868852459
33.06175409836065,35.09093442622951
33.0576131147541,35.088790163934426
33.05347213114754,35.08664590163934
33.04933114754098,35.08450163934426
33.04519016393442,35.08235737704918
33.04104918032787,35.080213114754095
33.036908196721306,35.07806885245902
33.03276721311475,35.075924590163936
33.0286262295082,35.07378032786885
33.02448524590164,35.07163606557377
33.02034426229508,35.06949180327869
33.01620327868852,35.067347540983604
33.01206229508197,35.06520327868852
33.00792131147541,35.06305901639344
33.00378032786885,35.06091475409836
32.99963934426229,35.05877049180328
32.99549836065574,35.0566262295082
32.99135737704918,35.054481967213114
32.98721639344262,35.05233770491803
32.98307540983607,35.05019344262295
32.97893442622951,35.048049180327865
32.97479344262295,35.04590491803279
32.97065245901639,35.04376065573771
32.96651147540984,35.041616393442624
32.96237049180328,35.03947213114754
32.95822950819672,35.03732786885246
32.95408852459016,35.035183606557375
32.94994754098361,35.03303934426229
32.94580655737705,35.03089508196721
32.94166557377049,35.02875081967213
32.93752459016393,35.02660655737705
32.93338360655738,35.02446229508197
32.929242622950824,35.022318032786885
32.92510163934426,35.0201737704918
32.92096065573771,35.01802950819672
32.91681967213115,35.015885245901636
32.91267868852459,35.01374098360656
32.90853770491803,35.01159672131148
32.90439672131148,35.009452459016394
32.90025573770492,35.00730819672131
32.89611475409836,35.00516393442623
32.8919737704918,35.003019672131146
32.88783278688525,35.00087540983606
32.883691803278694,34.99873114754098
32.87955081967213,34.996586885245904
32.87540983606558,34.99444262295082
32.87126885245902,34.99229836065574
32.867127868852464,34.990154098360655
32.8629868852459,34.98800983606557
32.85884590163935,34.98586557377049
32.85470491803279,34.983721311475406
32.85056393442623,34.98157704918032
32.84642295081967,34.97943278688525
32.84228196721312,34.977288524590165
32.83814098360656,34.97514426229508
32.834,34.973
32.82955555555556,34.97484444444444
32.82511111111111,34.97668888888889
32.82066666666667,34.97853333333333
32.81622222222222,34.980377777777775
32.81177777777778,34.98222222222223
32.80733333333333,34.98406666666667
32.80288888888889,34.985911111111115
32.79844444444444,34.98775555555556
32.794,34.9896
32.78961194029851,34.98826268656717
32.78522388059701,34.98692537313433
32.78083582089552,34.9855880597015
32.77644776119403,34.98425074626866
32.77205970149254,34.98291343283582
32.76767164179104,34.98157611940299
32.76328358208955,34.98023880597015
32.75889552238806,34.97890149253732
32.75450746268656,34.97756417910448
32.75011940298507,34.97622686567164
32.74573134328358,34.97488955223881
32.74134328358209,34.97355223880597
32.73695522388059,34.97221492537314
32.7325671641791,34.9708776119403
32.72817910447761,34.96954029850747
32.723791044776114,34.968202985074626
32.71940298507462,34.96686567164179
32.71501492537313,34.96552835820896
32.71062686567164,34.96419104477612
32.706238805970145,34.96285373134329
32.701850746268654,34.96151641791045
32.697462686567164,34.96017910447761
32.693074626865666,34.958841791044776
32.688686567164176,34.95750447761194
32.684298507462685,34.95616716417911
32.679910447761195,34.95482985074627
32.6755223880597,34.95349253731344
32.67113432835821,34.952155223880595
32.666746268656716,34.95081791044776
32.66235820895522,34.949480597014926
32.65797014925373,34.94814328358209
32.65358208955224,34.946805970149256
32.64919402985075,34.94546865671642
32.64480597014925,34.94413134328358
32.64041791044776,34.942794029850745
32.63602985074627,34.94145671641791
32.63164179104478,34.940119402985076
32.62725373134328,34.93878208955224
32.62286567164179,34.937444776119406
32.6184776119403,34.936107462686564
32.6140895522388,34.93477014925373
