osm_id,place,lat,lon,name,name_he,name_en
567053507,city,33.124437,35.823011,القنيطرة,קוניטרה,Al-Quneitra
5046640267,city,33.80827,35.606118,عاليه,עאליי,Aley
1643504896,city,31.951569,35.923963,عمان,רבת עמון,Amman
798842911,city,29.526648,35.007543,العقبة,עקבה,Aqaba
3801090649,city,29.731215,35.282671,الراشدية,,Ar Rāshidīyah
738723480,city,31.245744,34.792518,באר שבע,באר שבע,Beersheba
289346590,city,33.89592,35.47843,بيروت,ביירות,Beirut
1091272140,city,33.51307,36.309581,دمشق,דמשק,Damascus
27132996,city,29.556935,34.949795,אילת,אילת,Eilat
11300927566,city,31.123641,33.798352,العريش,אל-עריש,El Arish
504266619,city,31.512868,34.458136,غزة,עזה,Gaza
1656107649,city,32.819122,34.998386,חיפה,חיפה,Haifa
29090735,city,31.778847,35.225786,ירושלים,ירושלים,Jerusalem
258842202,city,33.974151,35.620063,جونيه,ג'וניה,Jounieh
802584976,city,30.2,35.733333,معان,מעאן,Maan
802530969,city,29.588574,35.565163,منيشير,,Munayshīr
1102281755,city,33.381203,35.482535,النبطية,א-נבטיה,Nabatieh
248035196,city,29.911454,33.745987,نخل,נח'ל,Nekhel
768799947,city,29.035,34.661667,نويبع,נואיבה,Nueiba
4799206602,city,33.564227,35.375321,صيدا,צידון,Sidon
278472603,city,32.0853,34.781806,תל אביב–יפו,תל אביב–יפו,Tel Aviv
258516078,city,34.437362,35.834855,طرابلس,טריפולי,Tripoli
2418943009,city,32.311147,35.02755,طولكرم,טולכרם,Tulkarm
803018184,city,33.272121,35.196402,صور,צור,Tyre
564377442,city,33.847707,35.902496,زحلة,זחלה,Zahle
334466446,town,31.808298,35.257304,عناتا,ענאתא,'Anata
5607977623,town,33.40482,35.274391,عدلون,עדלון,Aadloun
4802509982,town,34.14213,35.646552,عمشيت,,Aamchit
332793423,town,31.764235,35.25845,أبو ديس,אבו דיס,Abu Dis
768733590,town,29.051163,33.104062,أبو زنيمة,אבו זנימה,Abu Zenima
278473852,town,32.928173,35.075638,עכו,עכו,Acre
278477139,town,32.607559,35.289086,עפולה,עפולה,Afula
6069187780,town,33.863347,35.587201,عين سعادة,,Ain Saadeh
332964523,town,32.361525,35.195586,عجّه,עג'ה,Ajjah
540033030,town,32.332329,35.752052,عجلون,,Ajloun
6313979980,town,33.297105,35.28307,العباسية,עבאסיה,Al Aabbasiyya
5852580191,town,33.253355,35.271387,البازورية,באזוריה,Al Bazuriya
798877241,town,31.184722,35.704722,الكرك,כרכ,Al Karak
11306193509,town,30.659748,33.713751,المغارة,,Al Maghara
8370027941,town,29.805227,35.311861,القويرة,,Al Quweira
432174034,town,31.576938,35.150671,الشيوخ,אלשיוח',Al-Shuyukh
332784964,town,32.483853,35.229946,اليامون,אל-יאמון,Al-Yamun
432288078,town,31.90074,35.211759,البيرة,אל בירה,Albireh
5659045412,town,34.300138,35.816653,أميون,,Amioun
6274504727,town,33.642769,35.608322,عماطور,,Ammatour
7352216883,town,33.728221,35.931408,عنجر,ענג'ר,Anjar
540032379,town,32.30658,35.755691,عنجرة,,Anjara
4703987182,town,33.912364,35.593623,أنطلياس,,Antelias
332784794,town,32.35068,35.349766,عقابة,עקאבה,Aqaba
332778771,town,32.126987,35.343817,عقربا,עקרבה,Aqraba
332785606,town,32.40461,35.203339,عرابة,עראבה,Arabah
